date,end_of_day,highest,lowest
2014-03-02,30078,30078,30078
2014-03-01,30078,30100,30078
2014-04-30,28895,28895,28619
2014-04-29,28748,28990,28717
2014-04-28,28945,28977,28898
2014-04-27,28898,28898,28898
2014-04-26,28898,28902,28898
2014-04-25,28901,28954,28796
2014-04-24,28796,28796,28796
2014-04-23,28760,28770,28580
2014-04-22,28595,28660,28507
2014-04-21,28476,28532,28306
2014-04-20,28532,28532,28532
2014-04-19,28532,28532,28532
2014-04-18,28532,28532,28532
2014-04-17,28498,28591,28491
2014-04-16,28600,28607,28359
2014-04-15,28545,28974,28355
2014-04-14,28762,28762,28762
2014-04-13,28762,28762,28762
2014-04-12,28762,28762,28762
2014-04-11,28766,28811,28683
2014-04-10,28776,28776,28382
2014-04-09,28419,28538,28383
2014-04-08,28462,28560,28360
2014-04-07,28322,28328,28245
2014-04-06,28246,28246,28246
2014-04-05,28246,28246,28246
2014-04-04,28537,28623,28450
2014-04-03,28535,28550,28145
2014-04-02,28242,28377,28050
2014-04-01,28200,28530,28150
2014-05-31,26899,26899,26899
2014-05-30,26836,26845,26720
2014-05-29,26836,26841,26580
2014-05-28,26840,26974,26743
2014-05-27,26958,27480,26914
2014-05-26,27470,27470,27330
2014-05-25,27377,27377,27377
2014-05-24,27377,27377,27375
2014-05-23,27300,27300,27183
2014-05-22,27211,27380,27106
2014-05-21,27424,28239,27424
2014-05-20,28168,28217,28080
2014-05-19,28105,28257,28105
2014-05-18,28125,28125,28125
2014-05-17,28125,28125,28125
2014-05-16,28080,28413,28052
2014-05-15,28465,28690,28450
2014-05-14,28708,28708,28466
2014-05-13,28494,28639,28483
2014-05-12,28610,28654,28407
2014-05-11,28507,28507,28507
2014-05-10,28507,28516,28507
2014-05-09,28524,28630,28509
2014-05-08,28509,28602,28488
2014-05-07,28516,28998,28516
2014-05-06,28886,28943,28857
2014-05-05,28935,29007,28860
2014-05-04,28860,28860,28860
2014-05-03,28860,28860,28860
2014-05-02,28865,28865,28546
2014-05-01,28573,28877,28540
2014-06-30,27714,27714,27570
2014-06-29,27678,27678,27678
2014-06-28,27678,27678,27678
2014-06-27,27693,27756,27634
2014-06-26,27663,27740,27590
2014-06-25,27756,27794,27614
2014-06-24,27726,27835,27606
2014-06-23,27672,27730,27590
2014-06-22,27650,27650,27650
2014-06-21,27650,27664,27650
2014-06-20,27688,27770,27504
2014-06-19,27600,27639,26795
2014-06-18,26830,26935,26701
2014-06-17,26835,26948,26613
2014-06-16,26948,27000,26620
2014-06-15,26620,26620,26620
2014-06-14,26620,26625,26620
2014-06-13,26630,26632,26322
2014-06-12,26338,26338,26020
2014-06-11,26058,26179,26024
2014-06-10,26125,26125,25960
2014-06-09,25935,25948,25830
2014-06-08,25865,25865,25865
2014-06-07,25865,25865,25865
2014-06-06,25852,25975,25813
2014-06-05,25956,25956,25776
2014-06-04,26647,26790,26647
2014-06-03,26710,26773,26682
2014-06-02,26681,26899,26663
2014-06-01,26899,26899,26899
2014-07-31,27799,27939,27797
2014-07-30,27930,27930,27757
2014-07-29,27870,28071,27848
2014-07-28,27932,28025,27915
2014-07-27,27928,27928,27928
2014-07-26,27928,27940,27928
2014-07-25,27914,27914,27633
2014-07-24,27627,27890,27627
2014-07-23,27885,27966,27880
2014-07-22,27895,28083,27831
2014-07-21,28107,28170,27997
2014-07-20,27997,27997,27997
2014-07-19,27997,27997,27995
2014-07-18,27989,28192,27939
2014-07-17,28227,28373,27678
2014-07-16,27676,27721,27606
2014-07-15,27675,27920,27628
2014-07-14,27746,28320,27746
2014-07-13,28320,28320,28320
2014-07-12,28320,28362,28320
2014-07-11,28360,28517,28255
2014-07-10,28490,28571,27585
2014-07-09,27614,27677,27500
2014-07-08,27510,27598,27411
2014-07-07,27460,27584,27407
2014-07-06,27584,27584,27584
2014-07-05,27584,27584,27584
2014-07-04,27524,27562,27455
2014-07-03,27461,27654,27446
2014-07-02,27676,27765,27540
2014-07-01,27808,27930,27808
2014-08-31,28010,28010,28010
2014-08-30,28010,28010,28010
2014-08-29,27987,28081,27902
2014-08-28,28062,28138,27784
2014-08-27,27775,27911,27775
2014-08-26,27904,27995,27770
2014-08-25,27778,27820,27733
2014-08-24,27804,27804,27804
2014-08-23,27804,27818,27804
2014-08-22,27806,27845,27735
2014-08-21,27747,28190,27731
2014-08-20,28210,28250,28171
2014-08-19,28244,28359,28227
2014-08-18,28307,28623,28289
2014-08-17,28623,28623,28623
2014-08-16,28623,28623,28623
2014-08-15,28623,28623,28623
2014-08-14,28620,28750,28530
2014-08-13,28694,28732,28626
2014-08-12,28707,28858,28576
2014-08-11,28635,28669,28544
2014-08-10,28598,28598,28598
2014-08-09,28598,28598,28598
2014-08-08,28593,29080,28593
2014-08-07,28781,28810,28555
2014-08-06,28611,28692,28150
2014-08-05,28053,28129,28034
2014-08-04,27900,28123,27880
2014-08-03,28123,28123,28123
2014-08-02,28123,28123,28035
2014-08-01,28060,28060,27815
2014-09-30,27015,27112,26822
2014-09-29,26911,26985,26798
2014-09-28,26798,26798,26798
2014-09-27,26798,26798,26785
2014-09-26,26808,27025,26785
2014-09-25,26872,26872,26431
2014-09-24,26568,26705,26554
2014-09-23,26653,26845,26509
2014-09-22,26550,26578,26345
2014-09-21,26504,26504,26504
2014-09-20,26504,26505,26504
2014-09-19,26513,26661,26496
2014-09-18,26670,26940,26583
2014-09-17,26916,26984,26890
2014-09-16,26971,27086,26934
2014-09-15,26996,27087,26899
2014-09-14,26899,26899,26899
2014-09-13,26899,26899,26899
2014-09-12,26906,26987,26828
2014-09-11,26968,27216,26966
2014-09-10,27177,27425,27166
2014-09-09,27209,27340,27172
2014-09-08,27180,27470,27107
2014-09-07,27388,27388,27388
2014-09-06,27388,27388,27388
2014-09-05,27366,27474,27362
2014-09-04,27451,27614,27451
2014-09-03,27563,27585,27375
2014-09-02,27547,27936,27546
2014-09-01,27938,28010,27918
2014-10-31,26136,26625,25930
2014-10-30,26600,27072,26583
2014-10-29,27083,27181,27041
2014-10-28,27144,27250,27140
2014-10-27,27177,27214,27141
2014-10-26,27166,27166,27166
2014-10-25,27166,27166,27166
2014-10-24,27180,27240,27120
2014-10-23,27120,27480,27120
2014-10-22,27465,27541,27430
2014-10-21,27558,27596,27396
2014-10-20,27396,27452,27230
2014-10-19,27262,27262,27262
2014-10-18,27262,27262,27262
2014-10-17,27280,27463,27187
2014-10-16,27482,27604,27237
2014-10-15,27237,27253,27237
2014-10-14,27229,27265,26960
2014-10-13,26985,27200,26972
2014-10-12,26972,26972,26972
2014-10-11,26972,26972,26972
2014-10-10,26947,27025,26874
2014-10-09,26965,27014,26718
2014-10-08,26735,26961,26735
2014-10-07,26810,26810,26683
2014-10-06,26715,26723,26510
2014-10-05,26510,26510,26510
2014-10-04,26510,26510,26510
2014-10-03,26559,27013,26540
2014-10-02,26850,26850,26840
2014-10-01,27015,27160,26854
2014-11-30,25821,25821,25821
2014-11-29,25821,25900,25821
2014-11-28,25900,26275,25900
2014-11-27,26199,26351,26195
2014-11-26,26351,26379,26331
2014-11-25,26357,26510,26357
2014-11-24,26455,26515,26401
2014-11-23,26401,26401,26401
2014-11-22,26401,26423,26401
2014-11-21,26590,26590,26432
2014-11-20,26488,26690,26413
2014-11-19,26690,26800,26586
2014-11-18,26573,26709,26319
2014-11-17,26371,26477,26371
2014-11-16,26448,26448,26448
2014-11-15,26448,26448,26153
2014-11-14,26153,26153,25645
2014-11-13,25799,25865,25748
2014-11-12,25865,25895,25694
2014-11-11,25694,25758,25465
2014-11-10,25677,25951,25677
2014-11-09,25930,25930,25930
2014-11-08,25930,25930,25872
2014-11-07,25850,25850,25243
2014-11-06,25480,25508,25436
2014-11-05,25508,25974,25400
2014-11-04,25957,26078,25948
2014-11-03,26057,26143,25959
2014-11-02,26143,26143,26143
2014-11-01,26143,26143,26136
2014-12-31,26710,27024,26686
2014-12-30,26801,26870,26745
2014-12-29,26852,27066,26852
2014-12-28,27057,27057,27057
2014-12-27,27057,27057,27018
2014-12-26,27018,27050,26587
2014-12-25,26587,26587,26582
2014-12-24,26582,26660,26582
2014-12-23,26613,26697,26570
2014-12-22,26612,27004,26612
2014-12-21,27004,27004,27004
2014-12-20,27004,27004,27000
2014-12-19,26989,26989,26790
2014-12-18,26803,27169,26803
2014-12-17,27003,27220,27003
2014-12-16,27152,27611,27006
2014-12-15,27467,27467,27109
2014-12-14,27200,27200,27200
2014-12-13,27200,27200,27200
2014-12-12,27200,27316,27100
2014-12-11,27316,27316,27051
2014-12-10,27169,27248,27137
2014-12-09,27210,27210,26350
2014-12-08,26350,26440,26350
2014-12-07,26383,26383,26383
2014-12-06,26383,26390,26383
2014-12-05,26390,26640,26390
2014-12-04,26350,26490,26266
2014-12-03,26490,26490,26160
2014-12-02,26160,26566,26126
2014-12-01,26400,26400,25325
2015-01-31,27945,27945,27917
2015-01-30,27936,27936,27415
2015-01-29,27545,27798,27545
2015-01-28,27798,27912,27798
2015-01-27,27926,27926,27595
2015-01-26,27895,27895,27895
2015-01-25,27895,27895,27895
2015-01-24,27895,27895,27878
2015-01-23,27875,28062,27843
2015-01-22,28054,28157,27815
2015-01-21,27993,28199,27903
2015-01-20,28045,28045,27695
2015-01-19,27704,27740,27600
2015-01-18,27600,27600,27600
2015-01-17,27600,27695,27600
2015-01-16,27725,27725,27417
2015-01-15,27455,27455,26808
2015-01-14,27171,27240,26926
2015-01-13,27095,27187,26996
2015-01-12,26960,27046,26798
2015-01-11,26798,26798,26798
2015-01-10,26798,26815,26798
2015-01-09,26790,26845,26738
2015-01-08,26852,27179,26804
2015-01-07,27177,27425,27160
2015-01-06,27370,27370,26950
2015-01-05,26950,26989,26739
2015-01-04,26739,26739,26739
2015-01-03,26739,26770,26739
2015-01-02,26770,26770,26410
2015-01-01,26699,26731,26681
2015-02-28,26477,26477,26091
2015-02-27,26279,26292,26114
2015-02-26,26219,26304,26119
2015-02-25,26178,26309,26050
2015-02-24,26050,26210,26050
2015-02-23,26207,26279,25997
2015-02-22,26279,26279,26279
2015-02-21,26279,26279,26264
2015-02-20,26280,26383,26186
2015-02-19,26300,26465,26134
2015-02-18,26097,26327,26097
2015-02-17,26205,26713,26183
2015-02-16,26751,26830,26692
2015-02-15,26692,26692,26692
2015-02-14,26692,26730,26692
2015-02-13,26730,26741,26518
2015-02-12,26553,26675,26553
2015-02-11,26676,26874,26676
2015-02-10,26860,26928,26823
2015-02-09,26823,26823,26823
2015-02-08,26823,26823,26823
2015-02-07,26823,26823,26766
2015-02-06,26766,27425,26766
2015-02-05,27281,27621,27253
2015-02-04,27720,27800,27450
2015-02-03,27460,27915,27460
2015-02-02,27790,27970,27770
2015-02-01,27945,27945,27945
2015-03-31,26220,26421,26177
2015-03-30,26421,26594,26421
2015-03-29,26594,26594,26594
2015-03-28,26594,26594,26594
2015-03-27,26553,26793,26510
2015-03-26,26780,26875,26477
2015-03-25,26480,26480,26253
2015-03-24,26300,26324,26145
2015-03-23,26175,26175,26093
2015-03-22,26170,26170,26170
2015-03-21,26170,26185,26170
2015-03-20,26185,26185,25928
2015-03-19,25951,25951,25638
2015-03-18,25627,25730,25521
2015-03-17,25603,25775,25535
2015-03-16,25740,25930,25740
2015-03-15,25912,25912,25912
2015-03-14,25912,25912,25912
2015-03-13,25837,25878,25600
2015-03-12,25600,25836,25600
2015-03-11,25729,25944,25729
2015-03-10,25898,26043,25828
2015-03-09,26023,26100,25987
2015-03-08,25987,25987,25987
2015-03-07,25987,26043,25987
2015-03-06,26158,26475,26158
2015-03-05,26545,26573,26450
2015-03-04,26527,26547,26407
2015-03-03,26407,26556,26407
2015-03-02,26538,26760,26477
2015-03-01,26477,26477,26477
2015-04-30,26724,27232,26704
2015-04-29,27219,27243,27072
2015-04-28,27170,27183,26987
2015-04-27,27110,27110,26720
2015-04-26,26720,26720,26720
2015-04-25,26720,26720,26687
2015-04-24,26687,26935,26680
2015-04-23,26833,26855,26620
2015-04-22,26663,26950,26663
2015-04-21,26938,26938,26758
2015-04-20,26856,26954,26810
2015-04-19,26810,26810,26810
2015-04-18,26810,26810,26810
2015-04-17,26820,26823,26644
2015-04-16,26633,26803,26590
2015-04-15,26714,26714,26489
2015-04-14,26535,26701,26427
2015-04-13,26701,26785,26678
2015-04-12,26785,26785,26785
2015-04-11,26785,26785,26785
2015-04-10,26734,26801,26524
2015-04-09,26534,26795,26493
2015-04-08,26716,26915,26716
2015-04-07,26875,27009,26870
2015-04-06,27030,27033,26597
2015-04-05,26597,26597,26597
2015-04-04,26597,26597,26597
2015-04-03,26597,26597,26597
2015-04-02,26454,26480,26454
2015-04-01,26480,26480,26170
2015-05-31,26845,26845,26845
2015-05-30,26845,26845,26845
2015-05-29,26848,26874,26789
2015-05-28,26844,26885,26744
2015-05-27,26880,26962,26855
2015-05-26,26917,27182,26890
2015-05-25,27155,27170,27080
2015-05-24,27080,27080,27080
2015-05-23,27080,27080,27079
2015-05-22,27095,27270,27080
2015-05-21,27125,27302,27109
2015-05-20,27261,27297,27206
2015-05-19,27278,27634,27278
2015-05-18,27634,27668,27449
2015-05-17,27449,27449,27449
2015-05-16,27449,27465,27449
2015-05-15,27465,27465,27292
2015-05-14,27452,27549,27427
2015-05-13,27514,27514,27091
2015-05-12,27154,27205,26845
2015-05-11,26849,26932,26830
2015-05-10,26887,26887,26887
2015-05-09,26887,26887,26887
2015-05-08,26884,26935,26825
2015-05-07,26928,27040,26865
2015-05-06,26920,27032,26863
2015-05-05,26900,26986,26783
2015-05-04,26874,26927,26623
2015-05-03,26623,26623,26623
2015-05-02,26623,26623,26623
2015-05-01,26629,26716,26552
2015-06-30,26534,26705,26458
2015-06-29,26705,26840,26532
2015-06-28,26532,26532,26532
2015-06-27,26532,26532,26524
2015-06-26,26513,26557,26422
2015-06-25,26493,26590,26486
2015-06-24,26526,26640,26500
2015-06-23,26607,26778,26607
2015-06-22,26706,27090,26706
2015-06-21,27090,27090,27090
2015-06-20,27090,27090,27070
2015-06-19,27060,27175,27038
2015-06-18,27167,27195,26871
2015-06-17,26836,26953,26810
2015-06-16,26969,27038,26907
2015-06-15,27016,27067,26834
2015-06-14,26896,26896,26896
2015-06-13,26896,26896,26896
2015-06-12,26895,26942,26885
2015-06-11,26897,26979,26794
2015-06-10,26979,27033,26868
2015-06-09,26841,26900,26784
2015-06-08,26771,26815,26719
2015-06-07,26719,26719,26719
2015-06-06,26719,26719,26716
2015-06-05,26729,26861,26650
2015-06-04,26621,26850,26586
2015-06-03,26750,26900,26750
2015-06-02,26833,26900,26680
2015-06-01,26761,26984,26716
2015-07-31,24770,24770,24557
2015-07-30,24746,24800,24613
2015-07-29,24720,24823,24714
2015-07-28,24752,24907,24706
2015-07-27,24894,24995,24786
2015-07-26,24786,24786,24786
2015-07-25,24786,24786,24786
2015-07-24,24702,24715,24488
2015-07-23,24777,24889,24665
2015-07-22,24677,24898,24614
2015-07-21,24943,25034,24917
2015-07-20,25039,25485,24942
2015-07-19,25485,25485,25485
2015-07-18,25485,25485,25485
2015-07-17,25506,25782,25485
2015-07-16,25761,25845,25721
2015-07-15,25833,25960,25775
2015-07-14,25937,26040,25920
2015-07-13,26018,26087,25955
2015-07-12,26060,26060,26060
2015-07-11,26060,26060,26045
2015-07-10,26045,26133,26042
2015-07-09,26077,26220,26070
2015-07-08,26220,26220,25884
2015-07-07,26035,26336,25970
2015-07-06,26340,26340,26214
2015-07-05,26338,26563,26338
2015-07-04,26338,26338,26300
2015-07-03,26300,26315,26186
2015-07-02,26212,26414,26137
2015-07-01,26450,26520,26408
2015-08-31,26703,26703,26578
2015-08-30,26625,26625,26625
2015-08-29,26625,26625,26625
2015-08-28,26625,26660,26291
2015-08-27,26318,26426,26195
2015-08-26,26369,26775,26246
2015-08-25,26732,27471,26702
2015-08-24,27471,27707,27216
2015-08-23,27216,27216,27216
2015-08-22,27216,27231,27216
2015-08-21,27284,27284,26801
2015-08-20,26853,26853,26179
2015-08-19,26165,26205,25937
2015-08-18,25992,26037,25882
2015-08-17,26032,26040,25770
2015-08-16,25770,25770,25770
2015-08-15,25770,25772,25770
2015-08-14,25794,25919,25782
2015-08-13,25919,26031,25875
2015-08-12,25993,25993,25419
2015-08-11,25419,25450,25120
2015-08-10,25121,25121,24893
2015-08-09,24893,24893,24893
2015-08-08,24893,24893,24885
2015-08-07,24885,24930,24758
2015-08-06,24823,24823,24668
2015-08-05,24712,24790,24642
2015-08-04,24680,24775,24599
2015-08-03,24730,24850,24730
2015-08-02,24850,24850,24850
2015-08-01,24850,24850,24850
2015-09-30,25865,26263,25822
2015-09-29,26263,26501,26263
2015-09-28,26499,26731,26377
2015-09-27,26731,26731,26731
2015-09-26,26731,26731,26731
2015-09-25,26735,26949,26680
2015-09-24,26972,27055,26469
2015-09-23,26469,26469,26204
2015-09-22,26204,26372,26204
2015-09-21,26372,26528,26322
2015-09-20,26470,26470,26470
2015-09-19,26470,26470,26470
2015-09-18,26470,26535,26155
2015-09-17,26179,26345,26170
2015-09-16,26345,26345,25973
2015-09-15,25984,26074,25966
2015-09-14,26068,26068,25963
2015-09-13,25963,25963,25963
2015-09-12,25963,25963,25963
2015-09-11,25997,26186,25948
2015-09-10,26154,26221,26061
2015-09-09,26010,26465,26010
2015-09-08,26452,26528,26426
2015-09-07,26513,26584,26509
2015-09-06,26544,26544,26544
2015-09-05,26544,26544,26530
2015-09-04,26549,26549,26380
2015-09-03,26372,26652,26353
2015-09-02,26652,26874,26630
2015-09-01,26842,26971,26667
2015-10-31,26492,26492,26492
2015-10-30,26520,26614,26505
2015-10-29,26722,27090,26722
2015-10-28,27144,27144,26932
2015-10-27,26820,26864,26815
2015-10-26,26890,26890,26797
2015-10-25,26815,26815,26815
2015-10-24,26815,26815,26815
2015-10-23,26808,27066,26766
2015-10-22,26862,26961,26862
2015-10-21,26960,27178,26960
2015-10-20,27123,27160,26925
2015-10-19,27010,27153,26929
2015-10-18,27153,27153,27153
2015-10-17,27153,27153,27153
2015-10-16,27137,27250,27075
2015-10-15,27265,27310,27114
2015-10-14,27159,27197,26925
2015-10-13,26984,27013,26677
2015-10-12,26845,26920,26620
2015-10-11,26620,26620,26620
2015-10-10,26620,26621,26620
2015-10-09,26621,26680,26445
2015-10-08,26432,26564,26345
2015-10-07,26467,26735,26467
2015-10-06,26622,26716,26338
2015-10-05,26338,26475,25800
2015-10-04,25800,25800,25800
2015-10-03,25800,25800,25800
2015-10-02,25800,25800,25776
2015-10-01,25776,25865,25753
2015-11-30,24983,25072,24950
2015-11-29,25072,25072,25072
2015-11-28,25072,25209,25072
2015-11-27,25209,25298,25209
2015-11-26,25276,25314,25222
2015-11-25,25190,25289,25189
2015-11-24,25295,25295,25152
2015-11-23,25235,25248,25111
2015-11-22,25248,25248,25248
2015-11-21,25248,25248,25247
2015-11-20,25372,25442,25288
2015-11-19,25116,25230,25058
2015-11-18,25058,25140,25027
2015-11-17,25310,25425,25199
2015-11-16,25559,25698,25365
2015-11-15,25365,25365,25365
2015-11-14,25365,25380,25365
2015-11-13,25396,25466,25334
2015-11-12,25411,25471,25411
2015-11-11,25471,25590,25471
2015-11-10,25640,25704,25640
2015-11-09,25648,25736,25534
2015-11-08,25534,25534,25534
2015-11-07,25534,25534,25516
2015-11-06,25516,25872,25516
2015-11-05,25835,25839,25744
2015-11-04,25926,26034,25895
2015-11-03,26187,26418,26187
2015-11-02,26484,26535,26473
2015-11-01,26492,26492,26492
2015-12-31,24950,25005,24883
2015-12-30,25018,25188,25018
2015-12-29,25209,25261,25118
2015-12-28,25147,25224,25139
2015-12-27,25224,25224,25224
2015-12-26,25224,25224,25224
2015-12-25,25224,25224,25152
2015-12-24,25152,25152,25060
2015-12-23,25160,25320,25160
2015-12-22,25320,25391,25320
2015-12-21,25261,25261,25091
2015-12-20,25091,25091,25091
2015-12-19,25091,25126,25091
2015-12-18,24977,24977,24835
2015-12-17,24882,25465,24882
2015-12-16,25404,25404,25218
2015-12-15,25304,25351,25292
2015-12-14,25515,25673,25422
2015-12-13,25673,25673,25673
2015-12-12,25673,25687,25673
2015-12-11,25330,25423,25330
2015-12-10,25465,25594,25457
2015-12-09,25641,25641,25508
2015-12-08,25597,25597,25421
2015-12-07,25640,25720,25640
2015-12-06,25720,25720,25720
2015-12-05,25720,25724,25720
2015-12-04,25365,25365,25162
2015-12-03,24950,25040,24760
2015-12-02,24931,25121,24931
2015-12-01,25091,25210,25020
2016-01-31,26649,26649,26649
2016-01-30,26649,26649,26645
2016-01-29,26573,26715,26515
2016-01-28,26683,26851,26683
2016-01-27,26730,26785,26372
2016-01-26,26372,26372,26359
2016-01-25,26359,26359,26151
2016-01-24,26151,26151,26151
2016-01-23,26151,26152,26151
2016-01-22,26114,26235,26114
2016-01-21,26264,26550,26264
2016-01-20,26367,26411,26051
2016-01-19,25968,26080,25887
2016-01-18,26043,26120,25989
2016-01-17,26120,26120,26120
2016-01-16,26120,26120,26114
2016-01-15,26090,26090,25596
2016-01-14,25870,25962,25723
2016-01-13,25562,25675,25544
2016-01-12,25701,25944,25695
2016-01-11,25944,26068,25944
2016-01-10,25977,25977,25977
2016-01-09,25977,25977,25900
2016-01-08,25900,26092,25900
2016-01-07,26070,26070,25702
2016-01-06,25697,25710,25385
2016-01-05,25374,25443,25343
2016-01-04,25397,25397,24966
2016-01-03,24966,24966,24966
2016-01-02,24966,24966,24966
2016-01-01,24966,24971,24910
2016-02-29,29495,29649,29330
2016-02-28,29330,29330,29330
2016-02-27,29330,29337,29330
2016-02-26,29450,29788,29450
2016-02-25,29655,29665,29405
2016-02-24,29694,29694,29290
2016-02-23,29278,29278,28970
2016-02-22,28932,29500,28836
2016-02-21,29500,29500,29500
2016-02-20,29500,29525,29500
2016-02-19,29455,29596,29240
2016-02-18,28837,28868,28709
2016-02-17,28828,28929,28787
2016-02-16,28980,29021,28499
2016-02-15,28761,29402,28722
2016-02-14,29402,29402,29402
2016-02-13,29402,29402,29398
2016-02-12,29544,29976,29490
2016-02-11,29514,29529,28121
2016-02-10,28121,28453,28117
2016-02-09,28272,28510,28272
2016-02-08,28030,28030,27538
2016-02-07,27538,27538,27538
2016-02-06,27538,27538,27537
2016-02-05,27293,27530,27293
2016-02-04,27335,27335,27182
2016-02-03,26911,27031,26850
2016-02-02,26844,26854,26691
2016-02-01,26691,26720,26633
2016-03-31,28554,28635,28407
2016-03-30,28589,28713,28578
2016-03-29,28703,28703,28367
2016-03-28,28453,28599,28365
2016-03-27,28599,28599,28599
2016-03-26,28599,28599,28591
2016-03-25,28591,28591,28591
2016-03-24,28588,29269,28555
2016-03-23,28534,28870,28534
2016-03-22,29054,29054,28912
2016-03-21,28945,29139,28872
2016-03-20,29139,29139,29139
2016-03-19,29139,29139,29139
2016-03-18,29050,29436,29043
2016-03-17,29496,29556,28960
2016-03-16,28952,29140,28952
2016-03-15,29034,29470,28912
2016-03-14,29499,29550,29386
2016-03-13,29486,29486,29486
2016-03-12,29486,29492,29486
2016-03-11,29734,29957,29690
2016-03-10,29250,29606,29250
2016-03-09,29535,29799,29480
2016-03-08,30002,30113,29604
2016-03-07,29803,29945,29749
2016-03-06,29749,29749,29749
2016-03-05,29749,29749,29746
2016-03-04,29682,29919,29609
2016-03-03,29298,29360,29265
2016-03-02,29202,29259,29101
2016-03-01,29535,29790,29508
2016-04-30,30266,30266,30266
2016-04-29,30216,30216,29686
2016-04-28,29541,29555,29315
2016-04-27,29322,29382,29202
2016-04-26,29190,29262,29029
2016-04-25,29230,29281,29021
2016-04-24,29021,29021,29021
2016-04-23,29021,29021,29021
2016-04-22,29314,29385,29267
2016-04-21,29380,29709,29242
2016-04-20,29366,29393,29185
2016-04-19,29310,29362,28971
2016-04-18,29057,29156,28959
2016-04-17,28959,28959,28959
2016-04-16,28959,28959,28959
2016-04-15,28875,29202,28845
2016-04-14,29202,29202,29202
2016-04-13,29216,29336,29090
2016-04-12,29284,29475,29284
2016-04-11,29353,29353,29131
2016-04-10,29131,29131,29131
2016-04-09,29131,29131,29131
2016-04-08,28974,29060,28879
2016-04-07,29054,29085,28646
2016-04-06,28660,28837,28486
2016-04-05,28655,28667,28168
2016-04-04,28199,28199,28040
2016-04-03,28040,28040,28040
2016-04-02,28040,28040,28040
2016-04-01,27998,28639,27998
2016-05-31,28650,28711,28586
2016-05-30,28490,28603,28427
2016-05-29,28603,28603,28603
2016-05-28,28603,28603,28603
2016-05-27,28580,28784,28580
2016-05-26,28863,29131,28863
2016-05-25,28911,29300,28907
2016-05-24,29406,29684,29406
2016-05-23,29648,29715,29611
2016-05-22,29691,29691,29691
2016-05-21,29691,29691,29691
2016-05-20,29728,29834,29702
2016-05-19,29694,30055,29650
2016-05-18,29970,30053,29960
2016-05-17,30097,30097,29888
2016-05-16,30002,30231,30002
2016-05-15,30034,30034,30034
2016-05-14,30034,30034,30034
2016-05-13,29942,30015,29804
2016-05-12,29946,30046,29780
2016-05-11,29995,30056,29783
2016-05-10,29666,29836,29658
2016-05-09,29860,30378,29827
2016-05-08,30378,30378,30378
2016-05-07,30378,30378,30378
2016-05-06,30390,30390,29897
2016-05-05,29905,30149,29905
2016-05-04,30010,30241,29986
2016-05-03,30211,30435,30202
2016-05-02,30299,30493,30255
2016-05-01,30266,30266,30266
2016-06-30,31215,31315,31163
2016-06-29,31330,31425,31281
2016-06-28,31286,31548,31206
2016-06-27,31586,31737,31401
2016-06-26,31401,31401,31401
2016-06-25,31401,31401,31401
2016-06-24,31286,31826,29914
2016-06-23,29964,30122,29872
2016-06-22,30110,30296,30086
2016-06-21,30310,30695,30272
2016-06-20,30567,30606,30380
2016-06-19,30602,30602,30602
2016-06-18,30602,30602,30602
2016-06-17,30493,30607,30324
2016-06-16,31212,31212,30444
2016-06-15,30356,30558,30336
2016-06-14,30542,30553,30286
2016-06-13,30365,30460,30084
2016-06-12,30084,30084,30084
2016-06-11,30084,30084,30084
2016-06-10,30070,30070,29824
2016-06-09,29831,29838,29629
2016-06-08,29665,29676,29366
2016-06-07,29287,29450,29210
2016-06-06,29442,29475,29370
2016-06-05,29387,29387,29387
2016-06-04,29387,29387,29011
2016-06-03,29083,29083,28560
2016-06-02,28592,28700,28592
2016-06-01,28666,28777,28535
2016-07-31,31549,31549,31549
2016-07-30,31549,31549,31549
2016-07-29,31259,31284,31031
2016-07-28,31082,31260,30986
2016-07-27,30958,30958,30798
2016-07-26,30865,30916,30817
2016-07-25,30736,30871,30705
2016-07-24,30871,30871,30871
2016-07-23,30871,30871,30871
2016-07-22,30855,31005,30806
2016-07-21,30820,30832,30684
2016-07-20,30800,31094,30750
2016-07-19,31076,31086,30958
2016-07-18,31033,31110,30891
2016-07-17,30977,30977,30977
2016-07-16,30977,30977,30977
2016-07-15,30872,31089,30866
2016-07-14,30870,31274,30762
2016-07-13,31154,31309,31039
2016-07-12,31335,31578,31330
2016-07-11,31662,31832,31595
2016-07-10,31719,31719,31719
2016-07-09,31719,31719,31719
2016-07-08,31599,31881,31476
2016-07-07,31762,32152,31762
2016-07-06,32251,32336,31953
2016-07-05,31690,31790,31640
2016-07-04,31811,31835,31463
2016-07-03,31463,31463,31463
2016-07-02,31463,31463,31463
2016-07-01,31485,31553,31199
2016-08-31,30741,30869,30705
2016-08-30,30935,31075,30915
2016-08-29,31000,31000,30912
2016-08-28,30990,30990,30990
2016-08-27,30990,30990,30990
2016-08-26,31169,31237,30928
2016-08-25,30928,31046,30894
2016-08-24,31087,31370,31064
2016-08-23,31388,31391,31307
2016-08-22,31330,31404,31220
2016-08-21,31404,31404,31404
2016-08-20,31404,31404,31404
2016-08-19,31451,31478,31320
2016-08-18,31435,31502,31368
2016-08-17,31390,31467,31325
2016-08-16,31385,31484,31220
2016-08-15,31220,31220,31220
2016-08-14,31220,31220,31220
2016-08-13,31220,31220,31220
