date,end_of_day,highest,lowest
2019-02-12,32823,33077,32823
2019-02-11,33049,33237,32942
2019-02-10,33233,33233,33233
2019-02-09,33233,33233,33226
2019-02-08,33215,33229,33032
2019-02-07,33166,33317,33082
2019-02-06,33333,33445,33332
2019-02-05,33350,33465,33340
2019-02-04,33346,33414,33183
2019-02-03,33410,33410,33410
2019-02-02,33410,33410,33410
2019-02-01,33305,33324,32983
2019-03-31,31703,31703,31703
2019-03-30,31703,31703,31703
2019-03-29,31753,31807,31511
2019-03-28,31606,32012,31606
2019-03-27,32005,32170,32005
2019-03-26,32108,32234,32029
2019-03-25,32218,32234,32096
2019-03-24,32152,32152,32152
2019-03-23,32152,32152,32152
2019-03-22,32155,32155,31748
2019-03-21,31803,32022,31716
2019-03-20,31703,31976,31698
2019-03-19,31979,31992,31684
2019-03-18,31660,31840,31564
2019-03-17,31836,31836,31836
2019-03-16,31836,31836,31836
2019-03-15,31827,31926,31786
2019-03-14,31809,32226,31787
2019-03-13,32210,32291,32015
2019-03-12,32004,32022,31887
2019-03-11,31890,32200,31890
2019-03-10,32196,32196,32196
2019-03-09,32196,32196,32184
2019-03-08,32161,32195,31940
2019-03-07,31916,31971,31813
2019-03-06,31950,32294,31909
2019-03-05,32093,32384,32093
2019-03-04,32372,32664,32267
2019-03-03,32660,32660,32660
2019-03-02,32660,32660,32655
2019-03-01,32692,33001,32692
2019-04-30,31753,31944,31721
2019-04-29,31943,31944,31941
2019-04-28,31940,31940,31940
2019-04-27,31940,31940,31940
2019-04-26,31970,31970,31970
2019-04-25,31852,31852,31852
2019-04-24,31617,31641,31540
2019-04-23,31561,31621,31479
2019-04-22,31591,31761,31468
2019-04-21,31467,31467,31467
2019-04-20,31467,31467,31467
2019-04-19,31471,31471,31468
2019-04-18,31454,31612,31413
2019-04-17,31478,31572,31469
2019-04-16,31533,31867,31526
2019-04-15,31859,31873,31723
2019-04-14,31869,31869,31869
2019-04-13,31869,31869,31869
2019-04-12,31872,31969,31743
2019-04-11,31745,32276,31745
2019-04-10,32294,32294,32097
2019-04-09,32209,32255,32162
2019-04-08,32188,32267,31885
2019-04-07,31884,31884,31600
2019-04-06,31884,31884,31600
2019-04-05,31601,31832,31491
2019-04-04,31812,31815,31441
2019-04-03,31444,31539,31405
2019-04-02,31464,31592,31452
2019-04-01,31513,31709,31513
2019-05-31,32118,32118,31815
2019-05-30,31804,31833,31554
2019-05-29,31740,31824,31547
2019-05-28,31549,31681,31517
2019-05-27,31615,31686,31535
2019-05-26,31534,31534,31534
2019-05-25,31534,31534,31534
2019-05-24,31529,31656,31507
2019-05-23,31661,31727,31275
2019-05-22,31419,31501,31405
2019-05-21,31417,31504,31381
2019-05-20,31539,31804,31389
2019-05-19,31800,31800,31800
2019-05-18,31800,31800,31800
2019-05-17,31794,32018,31784
2019-05-16,31983,32287,31928
2019-05-15,32261,32414,32159
2019-05-14,32243,32499,32243
2019-05-13,32492,32532,31885
2019-05-12,31900,31900,31900
2019-05-11,31900,31900,31900
2019-05-10,31896,31972,31801
2019-05-09,31902,32007,31683
2019-05-08,31682,31871,31681
2019-05-07,31726,31734,31530
2019-05-06,31553,31626,31456
2019-05-05,31455,31455,31455
2019-05-04,31455,31455,31455
2019-05-03,31450,31464,31253
2019-05-02,31350,31761,31267
2019-05-01,31757,31769,31673
2019-06-30,34200,34200,34200
2019-06-29,34200,34200,34200
2019-06-28,34195,34392,34169
2019-06-27,34169,34382,34084
2019-06-26,34390,34582,34214
2019-06-25,34565,34839,34469
2019-06-24,34464,34464,34181
2019-06-23,34180,34180,34180
2019-06-22,34180,34180,34180
2019-06-21,34162,34425,34000
2019-06-20,34015,34015,33081
2019-06-19,33076,33103,32979
2019-06-18,33035,33228,32995
2019-06-17,33008,33117,32903
2019-06-16,33074,33074,33074
2019-06-15,33074,33074,33074
2019-06-14,33036,33334,32975
2019-06-13,32977,32977,32742
2019-06-12,32750,32835,32631
2019-06-11,32638,32692,32510
2019-06-10,32668,32943,32646
2019-06-09,32939,32939,32939
2019-06-08,32939,32940,32939
2019-06-07,32945,33009,32694
2019-06-06,32807,32824,32491
2019-06-05,32791,32791,32491
2019-06-04,32487,32600,32302
2019-06-03,32425,32425,32069
2019-06-02,32068,32068,32068
2019-06-01,32068,32068,32068
2019-07-31,34526,34646,34451
2019-07-30,34545,34750,34389
2019-07-29,34710,34823,34709
2019-07-28,34774,34774,34774
2019-07-27,34774,34774,34774
2019-07-26,34777,34862,34763
2019-07-25,34826,35078,34826
2019-07-24,35046,35079,34934
2019-07-23,35031,35146,34917
2019-07-22,35128,35166,35049
2019-07-21,35048,35048,35048
2019-07-20,35048,35048,35048
2019-07-19,35017,35382,35017
2019-07-18,35190,35190,34932
2019-07-17,35101,35101,34698
2019-07-16,34823,34942,34787
2019-07-15,34884,34953,34808
2019-07-14,34937,34937,34937
2019-07-13,34937,34937,34937
2019-07-12,34949,34949,34711
2019-07-11,34693,35073,34693
2019-07-10,34866,34866,34386
2019-07-09,34597,34628,34357
2019-07-08,34580,34803,34530
2019-07-07,34564,34564,34564
2019-07-06,34564,34564,34564
2019-07-05,34592,34973,34236
2019-07-04,34238,34289,34156
2019-07-03,34232,34478,34052
2019-07-02,34019,34019,33637
2019-07-01,33646,34204,33646
2019-08-31,38655,38655,38655
2019-08-30,38660,38933,38642
2019-08-29,38792,39383,38767
2019-08-28,39188,39245,38892
2019-08-27,39039,39062,38760
2019-08-26,38830,39329,38813
2019-08-25,38812,38812,38812
2019-08-24,38812,38812,38812
2019-08-23,38761,38761,37967
2019-08-22,38152,38167,37949
2019-08-21,38000,38011,37851
2019-08-20,38015,38015,37688
2019-08-19,37829,38014,37626
2019-08-18,38010,38010,38010
2019-08-17,38010,38010,37965
2019-08-16,37962,38205,37794
2019-08-15,38204,38205,38202
2019-08-14,38161,38274,37715
2019-08-13,37785,38611,37641
2019-08-12,38238,38298,37982
2019-08-11,37981,37981,37981
2019-08-10,37981,37981,37981
2019-08-09,38000,38094,37801
2019-08-08,37786,38223,37661
2019-08-07,38196,38364,37501
2019-08-06,37513,37513,36522
2019-08-05,36541,36541,35552
2019-08-04,35550,35550,35550
2019-08-03,35550,35550,35550
2019-08-02,35578,35578,34989
2019-08-01,35000,35000,34303
2019-09-30,36890,37739,36890
2019-09-29,37735,37735,37735
2019-09-28,37735,37735,37735
2019-09-27,37757,37813,37366
2019-09-26,37798,37798,37511
2019-09-25,37605,38189,37605
2019-09-24,38118,38166,37806
2019-09-23,37931,37938,37735
2019-09-22,37734,37734,37734
2019-09-21,37734,37734,37734
2019-09-20,37718,37718,37467
2019-09-19,37716,37904,37561
2019-09-18,37857,37989,37779
2019-09-17,38002,38183,37907
2019-09-16,38200,38200,37516
2019-09-15,37515,37515,37515
2019-09-14,37515,37515,37515
2019-09-13,37517,37878,37496
2019-09-12,37724,38122,37712
2019-09-11,37966,38268,37966
2019-09-10,38249,38494,38231
2019-09-09,38492,38662,38364
2019-09-08,38566,38566,38566
2019-09-07,38566,38566,38566
2019-09-06,38583,38935,38419
2019-09-05,38902,39840,38778
2019-09-04,39846,39846,39421
2019-09-03,39690,39725,38979
2019-09-02,39115,39115,38656
2019-09-01,38655,38655,38655
2019-10-31,38582,38582,38053
2019-10-30,38085,38085,37911
2019-10-29,37903,37998,37813
2019-10-28,37908,38293,37908
2019-10-27,38289,38310,38275
2019-10-26,38275,38275,38275
2019-10-25,38273,38569,38222
2019-10-24,38369,38369,38003
2019-10-23,38002,38093,37891
2019-10-22,37898,38089,37833
2019-10-21,38089,38089,38086
2019-10-20,38085,38085,38085
2019-10-19,38085,38085,38085
2019-10-18,38091,38224,38010
2019-10-17,38209,38209,38023
2019-10-16,38219,38219,38011
2019-10-15,38042,38399,38024
2019-10-14,38245,38245,37791
2019-10-13,37861,37861,37861
2019-10-12,37861,37861,37861
2019-10-11,37852,38282,37739
2019-10-10,38143,38517,38102
2019-10-09,38496,38516,38294
2019-10-08,38407,38513,38069
2019-10-07,38079,38434,38079
2019-10-06,38315,38315,38315
2019-10-05,38315,38315,38073
2019-10-04,38074,38204,37926
2019-10-03,38003,38103,37314
2019-10-02,37327,37329,37326
2019-10-01,37304,37510,36805
2019-11-30,38025,38071,38025
2019-11-29,38035,38058,37715
2019-11-28,37678,37719,37514
2019-11-27,37576,37719,37571
2019-11-26,37699,37724,37598
2019-11-25,37728,37907,37724
2019-11-24,37903,37903,37903
2019-11-23,37903,37924,37903
2019-11-22,37915,38110,37909
2019-11-21,37993,38234,37993
2019-11-20,38019,38328,38019
2019-11-19,38219,38230,37986
2019-11-18,38213,38225,37827
2019-11-17,37974,37974,37974
2019-11-16,37974,37988,37974
2019-11-15,37978,38289,37937
2019-11-14,38242,38290,38110
2019-11-13,38086,38133,37711
2019-11-12,37718,37718,37558
2019-11-11,37678,37832,37590
2019-11-10,37686,37686,37686
2019-11-09,37686,37692,37686
2019-11-08,37678,37851,37508
2019-11-07,37564,38239,37564
2019-11-06,38207,38207,37860
2019-11-05,37927,38495,37927
2019-11-04,38443,38484,38321
2019-11-03,38320,38320,38320
2019-11-02,38320,38320,38320
2019-11-01,38312,38584,38309
2019-12-31,39113,39218,38967
2019-12-30,39001,39091,38919
2019-12-29,39087,39087,39087
2019-12-28,39087,39087,39074
2019-12-27,39069,39070,38813
2019-12-26,38865,38938,38654
2019-12-25,38654,38657,38636
2019-12-24,38614,38619,38267
2019-12-23,38213,38220,37981
2019-12-22,37980,37980,37980
2019-12-21,37980,37980,37972
2019-12-20,38027,38109,37968
2019-12-19,38066,38066,37888
2019-12-18,37912,37989,37849
2019-12-17,37928,37968,37873
2019-12-16,37857,37932,37759
2019-12-15,37805,37805,37805
2019-12-14,37805,37805,37797
2019-12-13,37738,37788,37494
2019-12-12,37547,38018,37528
2019-12-11,37698,37726,37531
2019-12-10,37579,37699,37554
2019-12-09,37598,37690,37589
2019-12-08,37685,37685,37685
2019-12-07,37685,37693,37685
2019-12-06,37720,38244,37669
2019-12-05,38244,38853,38177
2019-12-04,38159,38451,38158
2019-12-03,38402,38770,37881
2019-12-02,37951,38029,37783
2019-12-01,38025,38025,38025
2020-01-31,40985,41051,40617
2020-01-30,40954,40954,40344
2020-01-29,40334,40352,40087
2020-01-28,40163,40574,40162
2020-01-27,40569,40724,40366
2020-01-26,40365,40379,40365
2020-01-25,40365,40379,40365
2020-01-24,40323,40392,39990
2020-01-23,40278,40278,39873
2020-01-22,39899,39972,39773
2020-01-21,39924,40160,39734
2020-01-20,39959,39999,39903
2020-01-19,39971,39971,39957
2020-01-18,39971,39971,39957
2020-01-17,39907,39907,39691
2020-01-16,39683,39754,39615
2020-01-15,39586,39681,39459
2020-01-14,39435,39551,39336
2020-01-13,39572,39874,39561
2020-01-12,39870,39870,39867
2020-01-11,39870,39870,39867
2020-01-10,39860,39897,39617
2020-01-09,39776,40133,39673
2020-01-08,40080,41271,39979
2020-01-07,40664,40664,40219
2020-01-06,40450,41045,40133
2020-01-05,40132,40132,40132
2020-01-04,40132,40132,40116
2020-01-03,40075,40110,39281
2020-01-02,39272,39346,39073
2020-01-01,39093,39104,39038
2020-02-29,41413,41413,41300
2020-02-28,41495,42660,41495
2020-02-27,42342,42864,42342
2020-02-26,42509,42821,42295
2020-02-25,42750,43607,42464
2020-02-24,43529,43698,42701
2020-02-23,85400,42700,42700
2020-02-22,42700,42700,42700
2020-02-21,42655,42757,42063
2020-02-20,42057,42143,41507
2020-02-19,41578,41603,41374
2020-02-18,41418,41456,40747
2020-02-17,40779,40835,40758
2020-02-16,40979,40979,40979
2020-02-15,41002,41002,41000
2020-02-14,40676,40716,40602
2020-02-13,40625,40700,40489
2020-02-12,40479,40520,40334
2020-02-11,40409,40680,40344
2020-02-10,40666,40707,40546
2020-02-09,40653,40657,40653
2020-02-08,40657,40657,40657
2020-02-07,40609,40686,40321
2020-02-06,40364,40372,40048
2020-02-05,40232,40306,40102
2020-02-04,40116,40663,40113
2020-02-03,40650,41234,40650
2020-02-02,41230,41230,41230
2020-02-01,41230,41245,41017
2020-03-31,43251,43827,43251
2020-03-30,43803,44179,43220
2020-03-29,43557,43557,43557
2020-03-28,43557,43557,43557
2020-03-27,43529,43643,43010
2020-03-26,43603,43603,41471
2020-03-25,42150,42634,41069
2020-03-24,41273,41901,40745
2020-03-23,41236,41236,39887
2020-03-22,40377,40377,40377
2020-03-21,40377,40377,40375
2020-03-20,40382,40860,39761
2020-03-19,39821,39965,39162
2020-03-18,39822,40438,39377
2020-03-17,40333,40597,38751
2020-03-16,39629,41098,38592
2020-03-15,40464,40464,40464
2020-03-14,40464,40464,40464
2020-03-13,40291,42229,40291
2020-03-12,42275,43539,41794
2020-03-11,43397,43849,43397
2020-03-10,43738,44397,43583
2020-03-09,44361,44603,43933
2020-03-08,44238,44238,44229
2020-03-07,44229,44238,44220
2020-03-06,44041,44913,43841
2020-03-05,44397,44397,43261
2020-03-04,43558,43747,43335
2020-03-03,43413,43413,41954
2020-03-02,42041,42294,41301
2020-03-01,82600,41413,41300
2020-04-30,45351,45873,45286
2020-04-29,45691,46095,45691
2020-04-28,45793,46129,45672
2020-04-27,46259,46632,46204
2020-04-26,46599,46599,46599
2020-04-25,46599,46599,46599
2020-04-24,46511,46866,46420
2020-04-23,46624,46677,46176
2020-04-22,46178,46203,45306
2020-04-21,45354,46255,45146
2020-04-20,45707,45707,45390
2020-04-19,45660,45660,45660
2020-04-18,45660,45660,45660
2020-04-17,45661,47284,45661
2020-04-16,47283,47293,46531
2020-04-15,46719,46720,46305
2020-04-14,46274,46274,46271
2020-04-13,46271,46319,45304
2020-04-12,45303,45303,45303
2020-04-11,45303,45303,45303
2020-04-10,45307,45307,45304
2020-04-09,45307,45308,44878
2020-04-08,44933,45124,44727
2020-04-07,45121,45271,43713
2020-04-06,43715,43716,43713
2020-04-05,43712,43712,43650
2020-04-04,43650,43712,43650
2020-04-03,43653,44253,43501
2020-04-02,43503,43504,43501
2020-04-01,43501,43504,43082
2020-05-31,46557,46557,46557
2020-05-30,46557,46557,46557
2020-05-29,46814,46814,46342
2020-05-28,46690,46753,46468
2020-05-27,46102,46344,45834
2020-05-26,46432,47076,46432
2020-05-25,46853,47064,46739
2020-05-24,47060,47060,47060
2020-05-23,47060,47060,47060
2020-05-22,46976,47048,46396
2020-05-21,46300,47156,46300
2020-05-20,46930,47329,46853
2020-05-19,47119,47171,38280
2020-05-18,46979,47919,46767
2020-05-17,47360,47360,47360
2020-05-16,47360,47360,47360
2020-05-15,47146,47302,46610
2020-05-14,46633,46751,46001
2020-05-13,45946,45946,45558
2020-05-12,45784,45933,45660
2020-05-11,45744,45914,45611
2020-05-10,45845,45845,45845
2020-05-09,45845,45845,45826
2020-05-08,46029,46350,45842
2020-05-07,45542,45574,45341
2020-05-06,45465,45820,45390
2020-05-05,45478,45874,45377
2020-05-04,45660,45873,45532
2020-05-03,45556,45556,45556
2020-05-02,45556,45579,45556
2020-05-01,45111,45111,44754
2020-06-30,48636,48636,48242
2020-06-29,48361,48443,48238
2020-06-28,48315,48315,48315
2020-06-27,48315,48315,48315
2020-06-26,47841,48099,47729
2020-06-25,47961,48154,47857
2020-06-24,48314,48544,48122
2020-06-23,48143,48210,47771
2020-06-22,48093,48270,47877
2020-06-21,47930,47930,47930
2020-06-20,47930,47930,47930
2020-06-19,47717,47717,47361
2020-06-18,47229,47532,47180
2020-06-17,47381,47624,47067
2020-06-16,47221,47479,47028
2020-06-15,46923,47367,46616
2020-06-14,47364,47364,47364
2020-06-13,47364,47364,47345
2020-06-12,47515,47515,47107
2020-06-11,47586,47586,46645
2020-06-10,46761,46924,46582
2020-06-09,46623,46671,45988
2020-06-08,46021,46031,45738
2020-06-07,45737,45737,45737
2020-06-06,45737,46750,45737
2020-06-05,46753,46754,46558
2020-06-04,46604,46906,46100
2020-06-03,45902,46800,45902
2020-06-02,46827,47203,46827
2020-06-01,46828,46912,46558
2020-07-31,53500,53729,53140
2020-07-30,52851,53332,52812
2020-07-29,52749,52844,52517
2020-07-28,52551,52551,51572
2020-07-27,52102,52128,51011
2020-07-26,51010,51010,51010
2020-07-25,51010,51010,51010
2020-07-24,51041,51080,50684
2020-07-23,50635,50635,50056
2020-07-22,49910,50048,49546
2020-07-21,49412,49521,49016
2020-07-20,49114,49114,48897
2020-07-19,48974,48974,48974
2020-07-18,48974,48974,48974
2020-07-17,48943,48944,48744
2020-07-16,49039,49218,49013
2020-07-15,49091,49255,48939
2020-07-14,49231,49231,48814
2020-07-13,49017,49233,48876
2020-07-12,48875,48875,48875
2020-07-11,48875,48875,48875
2020-07-10,49015,49153,48879
2020-07-09,49028,49288,48994
2020-07-08,49292,49292,48704
2020-07-07,48676,48676,48134
2020-07-06,48148,48245,47781
2020-07-05,48050,48050,48050
2020-07-04,48050,48050,48050
2020-07-03,48050,48187,47993
2020-07-02,48139,48264,47766
2020-07-01,48185,48944,48185
2020-08-31,51648,51789,51400
2020-08-30,51399,51399,51399
2020-08-29,51399,51399,51399
2020-08-28,51300,51365,50873
2020-08-27,50763,52073,50763
2020-08-26,51519,51519,50713
2020-08-25,50946,51481,50919
2020-08-24,51368,52054,51368
2020-08-23,51990,51990,51990
2020-08-22,51990,51990,51990
2020-08-21,51924,52398,51464
2020-08-20,52125,52664,51762
2020-08-19,52785,53633,52785
2020-08-18,53106,53942,53106
2020-08-17,53283,53283,52135
2020-08-16,52180,52180,52180
2020-08-15,52180,52180,52180
2020-08-14,52470,52808,52367
2020-08-13,52388,52388,51828
2020-08-12,52178,52454,50384
2020-08-11,52463,54973,52136
2020-08-10,55215,55388,54867
2020-08-09,54866,54866,54866
2020-08-08,54866,54866,54866
2020-08-07,55282,56091,55171
2020-08-06,55755,55931,54065
2020-08-05,54065,54564,54065
2020-08-04,54204,54227,53803
2020-08-03,53891,54023,53655
2020-08-02,53850,53850,53850
2020-08-01,53850,53850,53850
2020-09-30,50502,50682,50274
2020-09-29,50414,50483,50103
2020-09-28,49751,49902,49344
2020-09-27,49689,49689,49660
2020-09-26,49689,49689,49660
2020-09-25,49654,49943,49467
2020-09-24,49543,49565,49313
2020-09-23,49618,50274,49618
2020-09-22,50351,50656,50236
2020-09-21,50079,51734,50079
2020-09-20,51730,51730,51720
2020-09-19,51720,51730,51720
2020-09-18,51651,51651,51451
2020-09-17,51475,51879,51284
2020-09-16,51894,52043,51668
2020-09-15,51641,52161,51641
2020-09-14,51767,51767,51334
2020-09-13,51333,51333,51333
2020-09-12,51333,51333,51290
2020-09-11,51563,51764,51271
2020-09-10,51681,51812,51335
2020-09-09,51416,51416,50952
2020-09-08,50870,51074,50742
2020-09-07,50855,50904,50741
2020-09-06,50740,50740,50740
2020-09-05,50740,50740,50675
2020-09-04,50617,50924,50513
2020-09-03,50751,50911,50722
2020-09-02,50962,51503,50962
2020-09-01,51532,52043,51532
2020-10-31,50699,50710,50699
2020-10-30,50742,50822,50253
2020-10-29,50421,50564,50217
2020-10-28,50362,51004,50327
2020-10-27,50907,51071,50719
2020-10-26,51016,51041,50598
2020-10-25,50858,50858,50850
2020-10-24,50850,50850,50850
2020-10-23,50680,51002,50680
2020-10-22,50605,51313,50605
2020-10-21,51427,51427,50813
2020-10-20,50821,50821,50522
2020-10-19,50699,50902,50495
2020-10-18,50549,50549,50545
2020-10-17,50545,50549,50545
2020-10-16,50520,50784,50520
2020-10-15,50462,50539,50344
2020-10-14,50649,50649,50261
2020-10-13,50238,51088,50226
2020-10-12,51134,51179,50856
2020-10-11,50855,50855,50834
2020-10-10,50834,50855,50834
2020-10-09,50919,50931,50201
2020-10-08,50121,50386,49992
2020-10-07,49958,50647,49928
2020-10-06,50879,50901,50101
2020-10-05,50101,50644,50101
2020-10-04,50640,50640,50640
2020-10-03,50640,50640,50640
2020-10-02,50644,50944,50641
2020-10-01,50644,50644,50301
2020-11-30,48133,48136,48133
2020-11-29,48132,48132,48117
2020-11-28,48132,48132,48117
2020-11-27,48000,48629,47933
2020-11-26,48542,48781,48531
2020-11-25,48839,48839,48432
2020-11-24,48561,49504,48561
2020-11-23,49618,50334,49618
2020-11-22,50238,50238,50238
2020-11-21,50238,50241,50238
2020-11-20,50358,50358,50014
2020-11-19,49931,50329,49859
2020-11-18,50348,50823,50204
2020-11-17,50906,50994,50780
2020-11-16,50802,50969,50395
2020-11-15,50922,50922,50922
2020-11-14,50922,51042,50898
2020-11-13,51043,51099,50558
2020-11-12,50700,50700,50191
2020-11-11,50116,50522,50095
2020-11-10,50481,50588,49681
2020-11-09,49893,52484,49893
2020-11-08,52154,52154,52154
2020-11-07,52154,52162,52154
2020-11-06,52133,52437,51777
2020-11-05,51696,51706,50792
2020-11-04,51089,51430,51072
2020-11-03,51301,51364,50840
2020-11-02,50921,50987,50649
2020-11-01,50699,50710,50699
2020-12-31,50202,50244,50031
2020-12-30,50033,50153,49924
2020-12-29,50074,50116,49960
2020-12-28,50450,50565,50029
2020-12-27,50063,50089,50063
2020-12-26,50063,50089,50063
2020-12-25,50065,50093,50064
2020-12-24,50009,50167,49892
2020-12-23,50269,50269,49733
2020-12-22,50253,50522,50170
2020-12-21,50404,50973,50144
2020-12-20,50297,50297,50297
2020-12-19,50297,50297,50282
2020-12-18,50329,50402,50136
2020-12-17,50604,50604,49589
2020-12-16,49562,49807,49486
2020-12-15,49456,49520,48956
2020-12-14,49016,49304,48732
2020-12-13,49300,49300,49300
2020-12-12,49300,49300,49272
2020-12-11,49208,49251,48992
2020-12-10,49492,49492,49003
2020-12-09,49559,49963,49559
2020-12-08,50062,50126,49746
2020-12-07,49707,49707,49053
2020-12-06,49188,49188,49188
2020-12-05,49188,49188,49150
2020-12-04,49403,49423,49094
2020-12-03,49256,49383,48276
2020-12-02,48850,48850,48076
2020-12-01,48199,48201,47706
2021-01-31,49095,49095,49095
2021-01-30,49095,49110,49095
2021-01-29,49085,49401,48631
2021-01-28,49145,49149,48654
2021-01-27,48620,49153,48620
2021-01-26,49152,49154,49091
2021-01-25,49139,49317,48945
2021-01-24,49140,49140,49140
2021-01-23,49140,49165,49140
2021-01-22,48960,49454,48708
2021-01-21,49437,49744,49387
2021-01-20,49416,49416,48828
2021-01-19,48962,49039,48828
2021-01-18,48820,48927,48647
2021-01-17,48700,48700,48700
2021-01-16,48700,48706,48700
2021-01-15,48867,49283,48833
2021-01-14,49124,49289,48799
2021-01-13,49322,49417,49121
2021-01-12,49054,49525,49002
2021-01-11,49075,49335,48698
2021-01-10,48965,48965,48965
2021-01-09,48965,48965,48850
2021-01-08,49505,50938,49505
2021-01-07,50855,51013,50494
2021-01-06,51228,51842,51191
2021-01-05,51543,51743,51303
2021-01-04,51372,51372,50259
2021-01-03,50258,50258,50258
2021-01-02,50258,50258,50258
2021-01-01,50259,50262,50091
2021-02-28,45767,45767,45750
2021-02-27,45750,45767,45750
2021-02-26,46189,46663,46018
2021-02-25,46382,46614,46285
2021-02-24,46333,46853,46333
2021-02-23,46599,46973,46599
2021-02-22,46801,46801,46196
2021-02-21,46195,46195,46195
2021-02-20,46195,46218,46195
2021-02-19,46465,46465,45915
2021-02-18,46138,46474,46138
2021-02-17,46499,47174,46361
2021-02-16,46753,47454,46737
2021-02-15,47294,47529,47260
2021-02-14,47525,47525,47525
2021-02-13,47525,47525,47515
2021-02-12,47365,47551,47172
2021-02-11,47952,48082,47800
2021-02-10,48066,48263,47885
2021-02-09,47977,48189,47851
2021-02-08,47803,47834,47169
2021-02-07,47260,47260,47260
2021-02-06,47260,47260,47075
2021-02-05,47077,47078,46661
2021-02-04,47354,47820,47342
2021-02-03,47733,47959,47719
2021-02-02,47609,48417,47609
2021-02-01,48521,49209,47202
2021-03-31,43953,43978,43844
2021-03-30,43976,44193,43711
2021-03-29,43854,44612,43842
2021-03-28,44608,44608,44608
2021-03-27,44608,44634,44608
2021-03-26,44655,44726,44515
2021-03-25,44893,44943,44632
2021-03-24,44728,44877,44668
2021-03-23,44751,44984,44685
2021-03-22,44824,45036,44676
2021-03-21,45032,45032,45032
2021-03-20,45032,45032,45010
2021-03-19,44903,45077,44848
2021-03-18,44785,45286,44691
2021-03-17,44920,44990,44818
2021-03-16,44973,45038,44862
2021-03-15,44806,45006,44761
2021-03-14,44760,44771,44760
2021-03-13,44771,44771,44760
2021-03-12,44420,44893,44330
2021-03-11,44904,45092,44761
2021-03-10,44853,44879,44687
2021-03-09,44913,44913,44244
2021-03-08,44343,44764,44343
2021-03-07,44673,44675,44673
2021-03-06,44675,44675,44673
2021-03-05,44418,44595,44260
2021-03-04,44701,44987,44592
2021-03-03,44731,45534,44698
2021-03-02,45271,45492,45070
2021-03-01,45645,46119,45645
2021-04-30,46753,46820,46679
2021-04-29,46681,47267,46608
2021-04-28,47116,47388,46876
2021-04-27,47405,47483,47351
2021-04-26,47476,47594,47305
2021-04-25,47531,47531,47531
2021-04-24,47531,47553,47531
2021-04-23,47504,48022,47453
2021-04-22,47844,48228,47802
2021-04-21,48262,48307,47862
2021-04-20,47745,47772,47222
2021-04-19,47479,47825,47334
2021-04-18,47333,47333,47333
2021-04-17,47330,47333,47330
2021-04-16,47303,47364,46823
2021-04-15,47221,47221,46617
2021-04-14,46736,46922,46611
2021-04-13,46948,46990,46392
2021-04-12,46474,46740,46474
2021-04-11,46610,46610,46610
2021-04-10,46610,46610,46610
2021-04-09,46641,46851,46400
2021-04-08,46874,46874,46277
2021-04-07,46378,46378,45500
2021-04-06,45511,45632,45000
2021-04-05,45023,45024,44737
2021-04-04,44736,44736,44736
2021-04-03,44736,44736,44736
2021-04-02,44738,44740,44700
2021-04-01,44700,44822,44629
2021-05-31,48803,48823,48546
2021-05-30,48545,48545,48545
2021-05-29,48545,48545,48545
2021-05-28,48406,48496,48304
2021-05-27,48492,48838,48491
2021-05-26,49021,49149,48751
2021-05-25,48724,48784,48349
2021-05-24,48599,48606,48423
2021-05-23,48422,48422,48422
2021-05-22,48422,48422,48422
2021-05-21,48303,48628,48303
2021-05-20,48559,48674,48302
2021-05-19,48699,48796,47986
2021-05-18,48291,48479,48278
2021-05-17,48279,48279,47692
2021-05-16,47691,47691,47691
2021-05-15,47700,47700,47691
2021-05-14,47611,47690,47349
2021-05-13,47442,47504,47277
2021-05-12,47503,47711,47503
2021-05-11,47548,47976,47422
2021-05-10,48041,48093,47752
2021-05-09,47751,47751,47751
2021-05-08,47751,47751,47744
2021-05-07,47780,48000,47576
2021-05-06,47565,47577,46983
2021-05-05,46959,47040,46825
2021-05-04,47344,47344,47049
2021-05-03,47383,47383,46755
2021-05-02,46754,46754,46754
2021-05-01,46754,46780,46754
2021-06-30,46750,46750,46496
2021-06-29,46417,47022,46401
2021-06-28,47031,47100,46904
2021-06-27,46921,46921,46921
2021-06-26,46921,46930,46921
2021-06-25,47023,47143,46854
2021-06-24,46920,47124,46851
2021-06-23,47198,47280,47012
2021-06-22,47056,47223,46902
2021-06-21,47044,47067,46701
2021-06-20,46790,46790,46752
2021-06-19,46752,46790,46752
2021-06-18,46910,47192,46779
2021-06-17,47005,48508,47005
2021-06-16,48429,48565,48399
2021-06-15,48541,48698,48486
2021-06-14,48609,48898,48131
2021-06-13,48894,48894,48882
2021-06-12,48894,48894,48882
2021-06-11,49051,49381,49051
2021-06-10,49100,49157,48817
2021-06-09,49084,49235,49031
2021-06-08,49193,49245,49035
2021-06-07,49057,49057,48601
2021-06-06,48994,48994,48600
2021-06-05,48994,48994,48600
2021-06-04,48603,48994,48601
2021-06-03,48581,49674,48581
2021-06-02,49079,49144,48861
2021-06-01,48713,49128,48713
2021-07-31,47875,47875,47875
2021-07-30,48116,48270,48097
2021-07-29,48150,48203,47579
2021-07-28,47578,47589,47486
2021-07-27,47504,47701,47411
2021-07-26,47699,47700,47541
2021-07-25,47540,47540,47540
2021-07-24,47344,47640,47344
2021-07-23,47346,47654,47345
